ID,Aggregate number,Module title,Member genes
M15.106,A32,TBD,"CLOCK, GSDMDC1, HS.439692, LMNA, LOC286016, LRWD1, NEDD4, PPM1F, PRKDC, PRR14, SH2D5, SH3GL1, SLC26A11, SLC26A6, TPCN2, UBE2J2, WDR41"
M15.107,A15,TBD,"ALDOB, AMD1, AP1G1, CDK5RAP3, DDX17, DHX9, GNAQ, HS.397465, HS.544145, LOC644931, MLL3, NFAT5, PAG1, PDIA3P, PI4KAP1, SF1, SNX1"
M15.108,A33,TBD,"ANKS1A, C18ORF25, C2ORF56, CCPG1, DOCK11, ELMOD2, LONRF1, MYNN, NFKB1, PECR, PPP1CB, PRDM10, RMI1, SERPINB8, TESK2, TRIM33, UTX"
M15.109,A35,Inflammation,"C9ORF72, CR1, CREB5, DGAT2, FCGR2A, FLJ14166, GNG10, IL1RN, IL6R, LOC552891, LOC650546, NAMPT, P2RY13, SDCBP, TLR8, TNFRSF10B, WDR52"
M15.110,A27,Cell cycle,"AURKA, CCNF, CENPN, FEN1, GGH, KPNA2, MAD2L1, MCM2, NUSAP1, PHGDH, PLK4, PRC1, PTTG1, PTTG1, PTTG3, STIL, STMN1"
M15.111,A33,TBD,"C20ORF106, CD59, CDK5RAP2, DOK4, FLJ40125, FLJ45445, FOSL2, HS.545112, INSL3, LOC399715, MITF, PPARG, PVRL2, SCAMP4, SMPDL3A, TREML4, TRIM9"
M15.112,A26,TBD,"APITD1, ATP1B2, CSE1L, DHCR7, GRM2, HLA-DRB6, IRF5, IRF5, MED27, MED8, RANBP5, SLC43A3, SUPT3H, SYT15, TES, TTC9C, ZNF280D"
M15.113,A35,Inflammation,"AATK, BMX, DNAH5, FUT7, GALNT14, HS.246177, IL1R1, KIAA0329, KIAA1026, LOC728744, MAPK14, NAIP, NAIP, RAB20, RASGRP4, SOCS3, ZDHHC19"
M15.114,A1,TBD,"ANGEL1, ASCC3L1, C22ORF32, C9ORF127, DHX30, EPHX2, FBXL16, GPSM1, HS.348844, RPL37, SFI1, URG4, ZNF134, ZNF260, ZNF500, ZNF558"
M15.115,A2,TBD,"ACVR2A, BPTF, C13ORF7, C21ORF33, CACNA2D4, DLAT, ESRRAP2, GK5, HS.551137, IL16, LPAR1, PALLD, PHF14, SCRN1, TAF1B, WDR12"
M15.116,A2,TBD,"ATMIN, BRWD2, C12ORF65, C14ORF169, EXOSC9, FCRL3, GLT8D1, GTPBP8, HSPA4, INTS2, NIPA1, PRMT6, RBM13, SBDS, SFRS12, TAF1B"
M15.117,A25,TBD,"BTN3A2, CRLF3, ECOP, HDGF2, IDH1, LOC147804, LOC401238, LOC653450, MAPKAP1, MLL3, NDRG3, NGRN, PPFIA1, RBM4, RNF135, SIRT7"
M15.118,A36,Gene transcription,"ARF4, DLEU1, HIST3H2A, IFT52, IFT52, KLF3, MAX, MBOAT2, MT1E, PPME1, SPTA1, UBE2H, UBFD1, VTI1B, ZNF23, ZNF23"
M15.119,A2,TBD,"C19ORF61, CDCA7L, CTBP1, EI24, HS.558212, LOC643790, MRPS34, NOLA1, NR2C1, PINX1, SLC12A2, TARBP2, TMEM41A, TSR1, TULP4, USP14"
M15.120,A2,TBD,"C6ORF66, CCDC28B, CHCHD7, KIAA0495, LOC137107, PBX4, PNOC, PNRC2, RLTPR, RPL23AP13, SIRPG, SNORD68, TMEM50B, WDR21A, ZNF280C, ZNF627"
M15.121,A31,TBD,"AP3D1, BUD31, CPNE1, FCHO1, H3F3A, H3F3A, ITM2B, LOC440926, MTPN, NFKB2, NOMO2, PARVG, SAMD4B, SUPT4H1, WAS"
M15.122,A2,TBD,"ACN9, AHNAK, C1ORF212, C20ORF7, HNRPUL2, HSP90AA1, LOC648000, LOC653226, OCIAD1, OXR1, SFRS3, SLC35B3, SRP9, THYN1, TOMM70A"
M15.123,A24,TBD,"ACAD9, BAK1, CBR1, CMTM7, FAM26C, KBTBD4, LOC728739, MRPS33, NEDD8, PDRG1, PMVK, PTPN2, PTS, SNRPB, UTP18"
M15.124,A3,TBD,"ALKBH8, CDC2L2, ELF2, GPRIN3, HS.135282, IKZF3, KIAA2026, N4BP2, RNF157, RNF165, SCML1, TRIM52, WDR73, ZNF234, ZNF644"
M15.125,A12,TBD,"C13ORF27, FGA, HDGF2, HUWE1, ITGA3, LSM12, NT5DC3, PAX7, PSMD5, RWDD2B, SCN3A, SIPA1L3, SULT2B1, TEX261, TMEM189-UBE2V1"
M15.126,A17,Gene transcription,"ARPC4, CACYBP, CALN1, CLK3, CRHR1, FZD7, GPR27, HS.560726, LOC645362, NARFL, PCBP1, RBBP4, SEMA6B, TBC1D20, ZC3H18"
M15.127,A28,Interferon,"CMPK2, HS.125087, HS.386275, IFI27, IFIT1, IFITM3, LAMP3, LOC26010, OAS1, OAS1, OAS2, OASL, OTOF, SERPING1, TRIM6"
M16.1,A33,TBD,"ABCC4, ACOT7, ACP5, ACPP, ADAM10, ADCY4, AFF1, AIM1, AK1, ANTXR1, ASPRV1, ATP2B1, ATP5S, B3GNT8, BCL2A1, BRD8, BTF3, C10ORF4, C11ORF82, C14ORF129, C15ORF29, C1GALT1C1, C1ORF116, C1ORF38, C20ORF45, C6ORF173, C9ORF10OS, C9ORF30, C9ORF72, CACNA1B, CDC42, CDIPT, CEACAM1, CETP, CHD2, CLK3, CLN3, CLPTM1, CMTM7, CPNE8, CTDP1, CTTN, CYBRD1, CYP26A1, DAPK2, DDX41, DHRS12, DIP2A, DOCK5, EFHC2, EMR1, EPHB1, EPOR, ERF, EVI2B, EXOSC4, FBN2, FBXL20, FCAR, FUCA2, GAA, GNG8, GRK6, GSR, HCFC1R1, HECW2, HIST1H2AE, HLA-DPB1, HLX, HMOX1, HNRNPH2, HOXC11, HS.443534, HS.468177, HS.542428, HS.552957, HS.578214, HS.99472, HSPC159, IGF2BP3, IL15, IL1R2, IL6R, IRAK4, ITFG3, KBTBD7, KIAA0040, LACTB, LHFPL2, LILRA5, LIMS1, LOC100008589, LOC283547, LOC285074, LOC391045, LOC441019, LOC642299, LOC642342, LOC642361, LOC649864, LOC652675, LOC653610, LOC731878, LRRC28, LSM6, MAFA, MAFF, MAN1A1, MAP2K4, MAPK14, MARCH2, MS4A3, MSL3L1, NCOA1, NLRP12, OKL38, OSBPL6, PAK2, PDCD10, PDCD10, PITPNA, PLAGL1, PLEKHF2, POLR2C, POP7, PPP3CA, PRRG4, PTPRF, RAB34, RAB6A, RAB6B, RBM18, RBMS1, RBPMS2, RFESD, RFX2, RFXANK, RNF166, RPGRIP1, RRM2B, SCGB1C1, SERPINA1, SERTAD3, SIGLEC7, SLA, SLC22A15, SLC3A2, SLC6A6, SMG7, SMPDL3A, SPOCD1, SSBP3, STARD10, STRN4, TALDO1, TCP11L2, TDRD9, TGFA, TMEM88, TREML3, TSPAN2, TTL, TXNDC3, TXNRD2, UBE1C, URG4, VASH1, YWHAE, YWHAG, ZCCHC6"
M16.2,A32,Protein synthesis,"AADACL1, ABCC10, ABHD2, ABHD4, ADAM15, ADI1, AGTPBP1, AMPD3, ANKRD50, ARHGEF11, ARNT, ASB6, BCORL1, BNIPL, BTD, C10ORF11, C10ORF56, C16ORF70, C19ORF28, C1ORF26, C1ORF78, C1ORF91, C20ORF67, C3ORF59, C7ORF28B, C9ORF25, CDKN2B, CEP164, CES1, CLIC4, CYB5D1, DAPK3, DCTN1, DOK3, DPH3, DYNC1LI1, EIF2C3, EPDR1, EPHB4, EXT2, FAM125B, FAM89A, FLNA, FRS3, GALNS, GLYCTK, GOLPH3L, GYS1, HNMT, HS.12876, HS.240801, HS.293676, HS.336370, HS.535044, HS.548831, HTATIP, ITSN1, KCNK6, KIAA0415, KIAA1033, KIAA1602, KLF11, KLHL18, KPNA2, LAPTM4B, LGALS9, LILRB4, LOC130355, LOC158830, LOC284837, LOC644677, LOC649422, LOC729764, LOC81691, LUC7L2, MAP6D1, MAPK1, MED15, MSL2L1, MTRF1L, NBN, NFKB2, NFYB, NIT1, NRM, NUDT16, PAPSS2, PCBD1, PDGFC, PFTK1, PHF12, PHF20L1, PIK3C3, PIP4K2C, POLE, POLR2J, PPFIA1, PRKAR1A, PSRC1, PTPRE, RAB11FIP4, RABGEF1, RGL1, RICTOR, RLF, RNF146, RNPEPL1, ROCK1, RPS6KC1, RRM2B, RSPH3, SAMSN1, SAP18, SAP30BP, SEPN1, SERINC3, SFXN5, SIN3B, SIRT2, SLC25A13, SLC25A16, SLC25A29, SLC30A1, SLC35F5, SLC39A8, SLC4A1AP, SLC6A12, SLCO3A1, SMAD2, SNAI3, SNTB2, SNX8, SOAT1, SPHAR, SPIRE1, SREBF1, STARD8, STK11, STK38L, SUPT6H, TAOK2, TBC1D25, TBC1D3B, TBC1D3G, TJP2, TK2, TMEM51, TNFRSF8, TOP1, TRAPPC6B, TRIP6, TTYH2, TXNL4B, UBE2B, USP25, ZMAT5, ZNF230, ZNF282, ZNF446, ZNF580, ZNF785"
M16.3,A6,T cells,"ACD, AKAP10, ANKMY1, APH1A, ATP1A1, ATR, AZI1, BRI3BP, C11ORF17, C14ORF19, C15ORF52, C17ORF68, CASP6, CCDC102A, CCDC106, CCDC21, CCDC58, CCL4L1, CCNC, CD300LB, CD3G, CD8A, CDKN1C, CLN5, CMAH, COLQ, COMMD10, COQ6, CPT1B, CRIP2, CXCL5, DAAM1, DCLRE1C, DERL2, DUS3L, DUSP5, DUSP6, DYNLRB2, DYNLT3, DYRK2, ELOVL6, FAM108C1, FAM113A, FIG4, FLJ14213, FUT6, GCHFR, GIPC1, HDC, HDHD2, HES6, HIST1H2BH, HS.197143, HS.25892, HS.551538, HS.567460, HS.570385, IKIP, ITGA4, ITM2C, KIAA0146, KIAA1683, KLRC2, LAIR2, LCK, LGALS2, LIX1L, LOC130773, LOC149448, LOC205251, LOC441743, LOC642083, LOC642197, LOC645236, LOC649754, LOC649841, LOC651575, LOC651751, LOC728715, LOC730746, LRRC14, MAP7, MARCH1, MATR3, MGC61598, MRPL38, MST1, MYOM2, NIPSNAP3A, NME2, NR2C2AP, NT5E, OMA1, PICK1, PIGX, PIK3C2B, PPIE, PRMT2, PRPF38A, PTP4A3, RAB11FIP5, RASA3, RBMX2, RG9MTD1, RGS12, RIN2, RNF5, RNPC3, RUNDC2C, S100PBP, SDHAP3, SEC22A, SEDLP, SEPT6, SIGIRR, SLC45A3, SLC7A6, SMARCA5, SNF8, SNORD31, ST6GALNAC6, SULT1A3, SULT1A4, SWAP70, TAPT1, TARBP1, TBRG4, TERF1, TIA1, TKTL1, TMEM137, TMEM62, TMEM80, TNFRSF4, TRIB2, TSPAN3, USMG5, VSTM1, XRCC1, YPEL1, ZNF212, ZNF264, ZNF266, ZNF330, ZNF91"
M16.4,A6,TBD,"ACTR8, AGMAT, ALG11, AMMECR1, ARMCX3, ASPSCR1, ATAD2, BBS7, BRI3BP, C10ORF61, C12ORF49, C14ORF130, C15ORF44, C1ORF156, C21ORF59, C5ORF24, C6ORF105, C8ORF70, CASK, CCNYL1, CENPL, CEP68, CHN2, CLUAP1, DIABLO, DNAJC19, DNAJC21, DOCK9, EARS2, ERCC1, FAIM, FAM3C, FANCL, FASTKD2, FASTKD3, FBXO22, FBXO32, FUBP1, GPAM, GPR180, GRAMD3, GTF2H3, GTPBP8, HNRNPF, HS.284464, HS.352549, HS.443490, HS.527071, HS.534439, HS.561603, HS.88156, HSGT1, HSPA4, IL12RB1, IMMP2L, IVD, LOC153364, LOC642178, LOC644096, LOC644869, LOC647009, LOC650845, LOC652324, LOC652615, LOC653234, LOC653383, LOC731999, LOC90624, LRP8, LRRC20, MCPH1, MTFR1, NARG1L, NME6, NOTCH2NL, NR1D2, NSUN5C, NUP35, NUP35, OSGEPL1, PCBD1, PCGF6, PDCL, PEX7, PIBF1, PTCD2, RAB23, RAD51C, RBM3, RBM41, RFC1, RNF8, RPL23AP7, RPL32, RYK, SBDSP, SDHALP1, SERPINB9, SIP1, SLC10A7, SLC4A7, SLFN12, SMA5, SNAPC5, SOCS2, STAG3L1, SYNJ2, TAF1A, TBCE, TDRD3, THNSL1, TIAM1, TIGD2, TMEM189-UBE2V1, TNFRSF25, TRIM24, TUBE1, TXNDC15, USP37, VPRBP, WDR43, XYLT1, YAF2, YTHDC2, ZGPAT, ZHX1, ZNF136, ZNF235, ZNF236, ZNF426, ZNF669"
M16.5,A32,TBD,"ABAT, ADAM10, ADHFE1, AGER, AGGF1, AGPAT2, ARHGAP18, ARRDC4, ATG4D, B3GNT5, BCAP29, BCL10, BOK, BRWD3, BZW1, C10ORF47, C14ORF11, C19ORF33, C2ORF34, C2ORF65, C6ORF89, CAND2, CAPN7, CCDC124, CCDC22, CCDC25, CCDC88A, CD151, CLDN18, CLEC1A, CMTM1, COMMD8, CSNK2A1P, CXCR6, CXORF20, CYP51A1, DCLRE1A, DENND1A, DNAJC3, ECSIT, EIF4E, EPB41, FAM13A1, FAM69B, FGFR1OP, GFI1B, GLT1D1, HIST2H3C, HMBS, HOXD13, HS.524705, HS.543470, HS.566280, IFRD2, KCNH3, KISS1R, LOC402057, LOC645937, LOC648659, LOC649260, LOC649801, LOC650263, LOC652634, LOC729905, MAP3K7, MAP4K5, MARCH3, MARCH5, METRNL, METTL9, MFHAS1, MGC40489, MPDU1, MS4A4A, MTMR3, NAPA, NDUFV3, NFIA, NHS, NMNAT3, OXER1, P2RY12, PIK3R5, PKM2, PLEKHN1, PPIB, PRDM10, PRR5, PSCDBP, PSEN1, RANBP9, RFX2, RMND5A, RNF175, RTN2, SLC22A16, SLC24A3, SLCO4C1, SPAG1, SPTY2D1, SSFA2, ST7, STCH, STX5, SUMO1, TAC3, TAPBP, TCIRG1, TIPRL, TMEM164, TNFSF13, TNNC2, TOMM40L, TP53I3, TPM4, TPM4, TRPM2, TSNAX, VPS13B, WDR81, YIPF5, ZMIZ2, ZNF136, ZNF32"
M16.6,A8,Monocytes,"ACADS, ACOT8, AGPAT6, ALG14, AP1S1, ASB3, ATPAF2, B4GALT4, BATF3, C15ORF23, C15ORF44, C18ORF19, C19ORF48, C1ORF112, C1ORF76, C5ORF22, C7ORF29, C9ORF23, CCL3, CCL3L1, CD40, CDCA7, CECR5, COBRA1, DDHD2, DDX12, DDX19B, ELMO1, ELMO2, EPM2A, ETNK1, FER1L3, FYTTD1, G3BP1, GCDH, GCH1, GLE1, GSK3A, GSTZ1, GTSF1, GUF1, HNRNPA1, HRASLS2, HS.173957, HS.353387, HS.495112, HS.547738, HS.548415, HS.570229, INSIG1, INTS7, JSRP1, LENG1, LGALS3BP, LOC201164, LOC388122, LOC441050, LOC541471, LOC649214, LOC650557, LOC653066, LOC654346, LOC730051, MAGEF1, MAPKAP1, MCRS1, MED11, MGC40489, MGC4172, MRPL4, MSTP9, MT1G, NAF1, NFKBIB, NHLRC2, NUBP2, OVOS2, PAK4, PARP3, PLEKHG4, POLDIP3, POLR2K, PRMT7, PRRT3, PSMD3, QTRTD1, RBKS, RBL1, RIOK1, RPL39L, RSU1, SCD5, SLC25A24, SLC25A26, SLC27A5, SLC35F2, SLC3A2, SNURF, SNX5, SPATS2, SPG21, SQLE, SSR3, STARD5, TAF1A, TCP11L1, TCTEX1D2, TNIP2, TOP1MT, TRUB2, UBE2J2, UBTD2, USP22, WDR25, WFS1, ZDHHC24, ZNF655, ZNF664, ZNF707"
M16.7,A2,TBD,"ACAD10, ALG9, ANKRD27, ATXN10, BCAP29, BYSL, C10ORF61, C12ORF30, C17ORF39, C17ORF59, C17ORF81, C19ORF29, C1ORF109, C3ORF26, C5ORF3, CAPN10, CCDC127, CDCA4, CHCHD8, CLUAP1, COMTD1, DCTD, DDX26B, DDX31, DFFA, DRG2, EIF1AX, ELP4, ENDOG, EXOC2, EXOC2, FAM26B, FARSA, FASTK, FBXW9, FMO4, GAMT, GATA3, GNB1L, HDHD3, HS.40289, HS.430851, HS.508889, HS.556082, IDH3A, INPP5B, IPO9, KIAA0125, KIAA0195, KIAA0460, LANCL2, LIG3, LIMA1, LOC653071, LOC729985, LOC90120, LRRC37A4, MADD, MAPKAPK5, MARS2, MBIP, METTL1, MIB1, MORG1, N6AMT2, NBPF14, NCAPD3, NMT1, NOB1, NOLC1, NUP54, NUP62, OTUD6B, PALB2, PDIA4, PFKM, PHC1, PMS2L5, PNKD, POLA1, PPIL1, PRKAB2, PSMG3, RCL1, RNASEH2A, RPL39L, RUFY3, SEH1L, SFMBT1, SHQ1, SLC25A4, SMC2, SMYD4, SNX25, SYMPK, TCEAL1, TCERG1, TCF3, TPP2, TRAF1, TSGA14, TUT1, UQCR, USP11, WDR33, WDR60, WDR79, XPO5, ZBTB25, ZBTB5, ZBTB8OS, ZC3H8, ZCCHC3, ZCWPW1, ZNF618, ZNF74, ZNF831"
M16.8,A6,TBD,"ABCB6, ABCF2, ACRC, ACSM3, AFAP1L2, AGL, AMN1, ANKRD17, ARL6IP4, BCAT2, BCL2L2, BLM, BMPR2, C14ORF131, C16ORF75, C1ORF66, C20ORF196, C6ORF1, C6ORF106, C6ORF120, C6ORF64, C9ORF91, CARS, CCDC69, CCDC90B, CDK5, CEBPE, CHERP, CHRAC1, CHRNB1, CLTC, COG1, COPS8, CXCR5, DDX19A, DEFB131, DHDDS, DHX9, DIS3L2, DNM3, DUSP16, FAM105A, FBXW11, FIBP, FIGNL1, FLJ20125, FUNDC1, GFRA2, GMPPB, GPATCH1, GPR137B, GTF2H1, GTF2IRD2B, HP1BP3, HRSP12, HS.245405, HS.538554, HS.538962, ICA1, ICMT, LMAN2, LOC440145, LOC642017, LOC652545, LOC728944, MED8, MFN1, MTHFD1L, MYOM1, NCKIPSD, NDFIP1, NFYA, NLRP1, NOD1, NUDT15, OGFOD1, PCBP4, PDE12, PIGN, PIK3R4, PMF1, PPIA, PPP1R12B, PRKAG2, QTRTD1, RAB4A, RANBP3, RASSF6, RCBTB2, RETSAT, RFXANK, RPS6KC1, RPS7, SCAND1, SLC38A10, SLC9A9, SNORA7B, SON, ST3GAL3, STAU2, SULF2, THADA, TIGD7, TIPRL, TMEM177, TRA1P2, TUBG1, UBL5, UBXD4, UHRF2, VAMP4, VAMP4, ZFYVE27, ZNF397, ZNF585A, ZNF706, ZNF776"
M16.9,A32,Protein modification,"ABCG1, ACTB, ACTR2, ADCK4, AFTPH, AKAP8L, ARIH1, ARSG, BAP1, BAX, BRMS1, BTBD7, C10ORF28, C1ORF25, C20ORF107, C20ORF121, C6ORF32, C6ORF61, CCNT2, CDC42, CMIP, COG4, CORO1A, CPNE1, CXORF38, CYLN2, DEDD2, DHRS7B, DICER1, DMD, EDEM3, ESRRA, EXOC1, FLJ90757, FXR2, GALNT4, GBA2, GOLGA2, GOLGB1, GOLPH3, GPC6, HIF1AN, HS.324250, HS.554203, HS.568777, HSD17B11, HTRA2, IFFO, IRF2, JMJD1C, KEAP1, KIAA0556, KLC1, KLF6, LOC283874, LOC643738, LOC648605, LOC649661, LOC730740, LOC732425, MARK2, MGEA5, MPPE1, MTHFR, MYST1, NCOR1, NIPBL, NKIRAS2, NLRX1, NPLOC4, NR3C1, NSF, OGFRL1, PIGG, POLD3, POLR2C, PPM1D, PPP1CA, PPP3CA, PRKAG1, REEP4, RNASET2, ROCK2, SELO, SERINC3, SETD1B, SH3MD4, SKI, SLC23A2, SLC25A14, STAMBP, STK35, TAZ, TBL1XR1, THOC2, TMEM1, TMEM159, TNFAIP8L2, TRIP11, TSC1, TSC22D3, TYK2, UBE3B, WDR45L, WDR48, XRCC5, ZDHHC6, ZNF350, ZSWIM4"
M16.10,A3,TBD,"ACY1, AK2, ALMS1, ARMCX5, ASNS, BNIP1, C10ORF35, C11ORF61, C16ORF52, C19ORF39, C1ORF142, C1ORF69, C21ORF51, C2ORF7, C6ORF57, CACNA1H, CAPN12, CCDC65, CCS, CD244, CROT, CRTAP, DDX51, DOPEY1, DTX3, EID3, ERBB2, FDX1L, FLJ20628, FLJ23584, FLJ38969, FLJ39653, GCET2, GPAM, GUCA1B, HABP4, HISPPD2A, HPS4, HS.121070, HS.400256, HS.497591, HS.555260, HS.576735, HS.576825, HS.86045, HSPC047, IL11RA, L2HGDH, LARS2, LEAP2, LOC285359, LOC400713, LOC401218, LOC554206, LOC644128, LOC650799, LOC727762, MED9, MEI1, METT10D, MGC39900, MIPEP, NAT14, NMT2, NOXA1, NR2C1, NY-SAR-48, OLFM1, PACSIN1, PCYT2, PKD1, PLAG1, PMS2, POL3S, PPP1R3F, PTER, PTGDR, RAD17, RIMS3, SARM1, SELI, SEPT1, SFMBT1, SLC41A1, SMC1A, SNORA33, SNORD35B, SPATA7, TELO2, TMEM191B, TP53AP1, TRSPAP1, WDR74, XIST, ZNF133, ZNF154, ZNF285A, ZNF3, ZNF34, ZNF35, ZNF431, ZNF525, ZNF594, ZNF616, ZNF772"
M16.11,A4,Protein synthesis,"ANGPT1, ANKHD1-EIF4EBP3, ANKRD6, AURKA, AZIN1, BA16L21.2.1, BBS10, C10ORF63, C14ORF28, C17ORF58, C17ORF58, C17ORF65, C19ORF54, C9ORF32, C9ORF64, CBLL1, CLEC4C, CREB1, CXCL5, DEF8, DGCR14, DIDO1, DLEU2, DONSON, EIF2S2, EXOC5, FAM101B, FLJ43692, FLJ45244, GLRX2, GOSR1, GPR34, GPSM2, H6PD, HAX1, HS.408455, HS.438858, HS.444683, HS.461819, HS.48729, HS.527535, HS.537002, HS.570838, HS.571946, IMPAD1, INPP4A, KIAA0226, KIAA1797, KLC1, LOC143666, LOC255620, LOC642233, LOC642255, LOC642921, LOC642946, LOC643713, LOC649270, LOC727935, LOC732172, MAN1A2, MAP7, MGC42367, NETO2, NLRP2, NONO, NOV, PDSS1, PHACTR1, PHF16, PLEKHJ1, POU2F1, PSEN2, RCHY1, RGPD1, RPL29, RPL29, RPS6KA2, RSC1A1, RTF1, S100Z, SCCPDH, SCML4, SEL1L, SERPINI1, SETD4, SIL1, SLC25A14, SLC2A5, SNORA32, SPATA2, SPG3A, SPRY1, TM9SF1, TMUB2, TRAF3, TRAK1, TRIM37, TRIOBP, VPS13D, ZFYVE1, ZNF250, ZNF333, ZNF509, ZNF626"
M16.12,A15,B cells,"ACTN2, AKAP11, AMACR, ANKDD1A, AP1GBP1, APOBEC3F, ARRDC3, BCOR, BRCA1, C10ORF46, C13ORF25, C6ORF150, C7ORF20, C9ORF38, C9ORF84, CAB39L, CC2D1B, CCDC100, CCNL2, CD84, CEP152, CEP170, CLIC5, CUGBP1, DLL1, ERBB2IP, EXOC1, FAM108B1, FCGR2B, FLJ43663, GALNT6, GLB1L, GTPBP10, HMG2L1, HS.129244, HS.191230, HS.373705, HS.493947, HS.512090, HS.558488, HS.561954, HS.567477, HS.567480, HS.570330, IL2RA, INTS4, KENAE, KIAA1627, LBH, LIG4, LINS1, LOC440354, LOC441511, LOC645600, LOC646144, LOC648494, LOC648509, LOC651316, LOC652455, LOC652773, LOC728127, LOH11CR2A, LRRC16, MLL3, MS4A2, NEDD9, NFX1, PDLIM5, PEX26, PHF11, PHTF2, PMS2L1, PMS2L3, POLR2J4, POT1, PXMP4, RAB24, RAP1GDS1, RPL37, S100PBP, SEPT2, SGTB, SH3BP2, SLC38A1, SON, SRP54, STAU1, SUV420H1, TMTC3, TXNL4A, UBE2E1, USP42, USP9Y, VPS13B, VSTM3, WDR23, XPOT, XRN1, ZNF292, ZNF623"
M16.13,A5,Protein modification,"AFAP1L2, AKR1C4, ANXA4, ASCC3, BCL11A, BTG3, BZW1, C10ORF58, C11ORF73, C14ORF145, C20ORF103, CAMK2D, CAMK4, CASP6, CBR3, CHI3L2, CNTNAP1, CORO2A, DBT, DKFZP564O0823, ERC1, FAM102A, FAM122A, FAM86A, FLJ22795, GEMIN8, GOSR1, GSTM3, GTSCR1, GUSBL1, HDGFRP3, HKDC1, HS.46689, HS.494932, HS.551815, HS.558072, HS.571417, IFT88, KLHL14, LEO1, LOC153364, LOC400566, LOC402560, LOC644131, LOC650321, LOC653115, LOC653354, LOC654074, LOC727825, LOC728518, LOC728554, MARCH5, METTL2A, MGC29891, MINPP1, MOBKL1A, MOCS2, MRPL19, MRPL30, MSH2, NDNL2, NKAP, NUP43, ORMDL1, PABPC1, PCGF6, PLS1, PRKCI, PSMB8, PSMD10, PTRH2, R3HDM1, RASGRP2, RBBP4, REG4, REPS1, RPL37A, RPSA, SLC39A14, SMC3, SOCS5, TAF9L, TCP1, TMCC1, TOP1MT, TSHZ2, TSPYL2, TUBB6, ZC3H7A, ZNF254, ZNF294, ZNF611, ZNF626, ZNHIT2"
M16.14,A6,TBD,"AACS, ABCF3, ABHD12, ADCK1, AMDHD2, ARRDC1, ATP13A2, ATRIP, ATXN2L, ATXN7L2, B3GAT3, BMF, C10ORF2, C16ORF79, C20ORF29, CABLES2, CAD, CAMK1, CAPN3, CD99L2, CECR7, CLIP2, CSNK1E, CYB561, CYP4F12, EDC3, EPHB6, FAHD2B, FAM78A, FLJ10404, FLJ20254, G6PC3, GATA2, GSTT1, GTF2H4, HMG20A, HYOU1, INPP5E, IPO4, KIAA0406, KIAA0664, KIAA1394, KIAA1787, KIFC2, LOC338799, LOC348262, LOC645904, LRDD, LRDD, LTBP4, MAGED2, MBD3, MECP2, MED24, MPP5, NAGLU, NAT6, NOL1, NY-SAR-48, OBFC2B, PEX14, PIGO, PLCD1, POMT1, PPARD, PPP1R12C, PTGDS, RAI16, RHOF, RMND5B, SART3, SELM, SGSM3, SLC29A3, SLC4A2, SMAD7, SNORA10, SNTA1, TBX19, TIMM44, TMEM9, TPM2, U2AF1L4, UAP1L1, VAC14, VAT1, VAV3, ZNF193, ZNF276, ZNF513"
M16.15,A4,Cell death,"ADAM17, AMY2B, BIN3, BTBD11, BTBD14A, BTF3L4, C11ORF38, C14ORF139, C19ORF42, C20ORF191, C2CD2, C3AR1, CALCOCO2, CASP8, CCDC140, CDK5R1, CMTM8, CPEB2, EIF4G3, FANCD2, FCGR2B, FER1L3, FLJ10213, FNDC3A, FRAG1, FRAP1, FYCO1, GCH1, GNE, HADHA, HEATR1, HEXDC, HIPK2, HIST2H4A, HS.130916, HS.142570, HS.170035, HS.202577, HS.356079, HS.447737, HS.482960, HS.512096, HS.531457, HS.553301, HS.562660, HS.573047, HS.576633, HVCN1, IKIP, IRAK2, KHSRP, KIAA1530, KLHL8, LOC389286, LOC641825, LOC644591, LOC645489, LOC651309, MAPK13, MFGE8, MRP63, MTA1, MTX3, MYBPH, NIN, NIN, PAICS, PAQR8, POLR3A, PPP2R3A, RFWD3, RNF138, RNF144, RRBP1, SETX, SLC25A22, SON, SSR2, STAM2, SUMF1, TPRKB, TSEN2, TXK, U1SNRNPBP, U1SNRNPBP, ZNF493, ZNF529, ZNF828"
M16.16,A32,TBD,"ABP1, ALAS1, ARL15, ARRDC4, AVP, BACH1, BRD4, C14ORF21, CASP9, CCDC47, CCR2, CD97, CHD3, COMT, CRK, DC36, DLG4, DNASE1L1, ECE1, ELMO3, EPAS1, EPB41L4B, FADS1, FAM20C, FAM70B, FLJ37453, FRMD4B, GINS4, GOLPH4, GTDC1, GTF2A1, HIPK3, HS.16587, HS.171481, HS.203201, HS.484363, HS.515681, HS.553962, HS.573555, INSC, KIAA1715, KRTAP19-6, LATS2, LOC196549, LOC643505, LOC646043, LOC646103, LOC648710, LOC652699, LOC653127, LOC729692, LPAR4, LRRC6, LSP1, MAPK8IP1, MGST1, NECAB2, NFKBID, OPRL1, PAK2, PRKCDBP, PRRG4, PSMD13, PTPRE, PTPRJ, RRBP1, RUFY2, S100A7L2, SDC1, SEMG1, SERPINB2, SH2B2, SLC16A5, SLC37A3, SOS2, STAP2, STK40, TBC1D3C, TFPI, THBD, TMSB4X, TNFRSF12A, TRIM41, UBE2R2, UFD1L, USP33, VEGFA, ZNF228"
